Date,AAPL,AMZN,GOOG,MSFT
2015-04-22,28.724401473999023,19.489999771118164,26.767627716064453,37.10353088378906
2015-04-23,28.958898544311523,19.499500274658203,27.14653778076172,37.40561294555664
2015-04-24,29.095125198364258,22.2549991607666,28.04281997680664,41.31532287597656
2015-04-27,29.624418258666992,21.92799949645996,27.63759422302246,41.45341873168945
2015-04-28,29.15765953063965,21.465499877929688,27.553495407104492,42.42868423461914
2015-04-29,28.72887420654297,21.4685001373291,27.3245792388916,42.342376708984375
2015-04-30,27.949460983276367,21.089000701904297,26.740345001220703,41.97989273071289
2015-05-01,28.798107147216797,21.14349937438965,26.76821517944336,41.99715042114258
2015-05-04,28.742267608642578,21.152000427246094,26.911535263061523,41.63466262817383
2015-05-05,28.09462547302246,21.059499740600586,26.414888381958008,41.08229064941406
2015-05-06,27.918188095092773,20.954999923706055,26.087440490722656,39.94303512573242
2015-05-07,28.09087562561035,21.3439998626709,26.409912109375,40.30552673339844
2015-05-08,28.62013053894043,21.684499740600586,26.784137725830078,41.21175003051758
2015-05-11,28.328590393066406,21.642499923706055,26.658729553222656,40.8837890625
2015-05-12,28.227672576904297,21.551000595092773,26.327302932739258,40.86651611328125
2015-05-13,28.25906753540039,21.3435001373291,26.35616683959961,41.108184814453125
2015-05-14,28.918392181396484,21.61400032043457,26.7930965423584,42.04893112182617
2015-05-15,28.878026962280273,21.299999237060547,26.566667556762695,41.68645477294922
2015-05-18,29.19647216796875,21.261999130249023,26.489532470703125,41.436153411865234
2015-05-19,29.16956329345703,21.085500717163086,26.74134063720703,41.331912994384766
2015-05-20,29.16732406616211,21.19300079345703,26.83639144897461,41.331912994384766
2015-05-21,29.465587615966797,21.581499099731445,26.99762725830078,41.192909240722656
2015-05-22,29.723493576049805,21.381500244140625,26.87819480895996,40.7411994934082
2015-05-26,29.068649291992188,21.273500442504883,26.490528106689453,40.47190856933594
2015-05-27,29.61136245727539,21.570999145507812,26.862268447875977,41.357967376708984
2015-05-28,29.55304718017578,21.328500747680664,26.861770629882812,41.2189826965332
2015-05-29,29.216655731201172,21.46150016784668,26.480077743530273,40.706451416015625
2015-06-01,29.274961471557617,21.54599952697754,26.573633193969727,41.02787399291992
2015-06-02,29.144895553588867,21.54949951171875,26.831912994384766,40.758583068847656
2015-06-03,29.18077850341797,21.829500198364258,26.888145446777344,40.69776916503906
2015-06-04,29.01034164428711,21.538999557495117,26.70849609375,40.27212905883789
2015-06-05,28.851112365722656,21.34749984741211,26.540790557861328,40.08100509643555
2015-06-08,28.660491943359375,21.174999237060547,26.217321395874023,39.7248420715332
2015-06-09,28.575281143188477,21.27400016784668,26.21035385131836,39.65535354614258
2015-06-10,28.902698516845703,21.53849983215332,26.707998275756836,40.48929214477539
2015-06-11,28.837665557861328,21.648500442504883,26.604488372802734,40.34160232543945
2015-06-12,28.519210815429688,21.496000289916992,26.491025924682617,39.93334197998047
2015-06-15,28.463144302368164,21.183500289916992,26.235734939575195,39.50767135620117
2015-06-16,28.615644454956055,21.363000869750977,26.283010482788086,39.81172561645508
2015-06-17,28.548362731933594,21.390499114990234,26.33824920654297,39.93334197998047
2015-06-18,28.678434371948242,21.969499588012695,26.709989547729492,40.584861755371094
2015-06-19,28.39138412475586,21.746000289916992,26.707998275756836,40.0462646484375
2015-06-22,28.617881774902344,21.81450080871582,26.78264617919922,40.15918731689453
2015-06-23,28.487817764282227,22.29949951171875,26.8966064453125,39.881202697753906
2015-06-24,28.73002052307129,22.04199981689453,26.765228271484375,39.646671295166016
2015-06-25,28.593215942382812,22.0049991607666,26.63534164428711,39.65535354614258
2015-06-26,28.425025939941406,21.905000686645508,26.45917510986328,39.31657409667969
2015-06-29,27.92716407775879,21.493000030517578,25.953075408935547,38.54343795776367
2015-06-30,28.12899398803711,21.704500198364258,25.902812957763672,38.352333068847656
2015-07-01,28.39138412475586,21.86949920654297,25.968997955322266,38.612937927246094
2015-07-02,28.35550308227539,21.885499954223633,26.046630859375,38.56950378417969
2015-07-06,28.2568302154541,21.802000045776367,26.019756317138672,38.56081771850586
2015-07-07,28.187305450439453,21.836000442504883,26.127248764038086,38.48262405395508
2015-07-08,27.48761558532715,21.485000610351562,25.71967887878418,38.430511474609375
2015-07-09,26.926965713500977,21.719499588012695,25.911270141601562,38.67373275756836
2015-07-10,27.64683723449707,22.175500869750977,26.38154411315918,38.75192642211914
2015-07-13,28.18058204650879,22.778499603271484,27.19867515563965,39.55979919433594
2015-07-14,28.16935920715332,23.278499603271484,27.922746658325195,39.629295349121094
2015-07-15,28.440717697143555,23.059499740600586,27.878952026367188,39.750919342041016
2015-07-16,28.819725036621094,23.77400016784668,28.855825424194336,40.53272247314453
2015-07-17,29.068649291992188,24.15049934387207,33.487884521484375,40.497982025146484
2015-07-20,29.618085861206055,24.405000686645508,32.994720458984375,40.758583068847656
2015-07-21,29.322065353393555,24.399999618530273,32.958892822265625,41.0713005065918
2015-07-22,28.08190155029297,24.41349983215332,32.948936462402344,39.55979919433594
2015-07-23,28.068449020385742,24.108999252319336,32.06214141845703,40.05493927001953
2015-07-24,27.92043113708496,26.47100067138672,31.031021118164062,39.907264709472656
2015-07-27,27.5324649810791,26.570499420166016,31.215152740478516,39.394744873046875
2015-07-28,27.669265747070312,26.30150032043457,31.251976013183594,39.38606643676758
2015-07-29,27.581798553466797,26.450000762939453,31.447551727294922,40.21131134033203
2015-07-30,27.442764282226562,26.83799934387207,31.480392456054688,40.72383117675781
2015-07-31,27.202810287475586,26.8075008392334,31.133039474487305,40.567474365234375
2015-08-03,26.561420440673828,26.75149917602539,31.411718368530273,40.66304397583008
2015-08-04,25.709224700927734,26.594999313354492,31.314180374145508,41.29716491699219
2015-08-05,25.87966537475586,26.850500106811523,32.037254333496094,41.331912994384766
2015-08-06,25.93597984313965,26.472999572753906,31.982515335083008,40.497982025146484
2015-08-07,26.023841857910156,26.131000518798828,31.61525535583496,40.602230072021484
2015-08-10,26.970001220703125,26.200000762939453,31.537124633789062,41.11473846435547
2015-08-11,25.566532135009766,26.37299919128418,32.88325119018555,40.31554412841797
2015-08-12,25.96076011657715,26.295499801635742,32.82253646850586,40.602230072021484
2015-08-13,25.940492630004883,26.482999801635742,32.66777038574219,40.593536376953125
2015-08-14,26.12296485900879,26.576000213623047,32.701114654541016,40.82807540893555
2015-08-17,26.39328956604004,26.76099967956543,32.887725830078125,41.1060676574707
2015-08-18,26.244611740112305,26.750999450683594,32.6518440246582,41.33340835571289
2015-08-19,25.908954620361328,26.645999908447266,32.88922119140625,40.75629425048828
2015-08-20,25.37729835510254,25.788999557495117,32.18903732299805,39.925594329833984
2015-08-21,23.825153350830078,24.723499298095703,30.479633331298828,37.66087341308594
2015-08-24,23.230422973632812,23.168500900268555,29.341524124145508,36.4454460144043
2015-08-25,23.370094299316406,23.318500518798828,28.96580696105957,35.387413024902344
2015-08-26,24.71048355102539,25.03849983215332,31.28282928466797,37.3460807800293
2015-08-27,25.43812370300293,25.918500900268555,31.730209350585938,38.38663864135742
2015-08-28,25.52147102355957,25.90049934387207,31.37041473388672,38.412864685058594
2015-08-31,25.40207862854004,25.644500732421875,30.766775131225586,38.054351806640625
2015-09-01,24.266693115234375,24.82699966430664,29.74859619140625,36.567867279052734
2015-09-02,25.307466506958008,25.52750015258789,30.572193145751953,37.91445541381836
2015-09-03,24.86366844177246,25.236000061035156,30.16960334777832,38.0368766784668
2015-09-04,24.615869522094727,24.950000762939453,29.893409729003906,37.258644104003906
2015-09-08,25.300703048706055,25.87700080871582,30.58812141418457,38.377891540527344
2015-09-09,24.814109802246094,25.844499588012695,30.4915771484375,37.66087341308594
2015-09-10,25.359277725219727,26.11199951171875,30.92104148864746,37.853233337402344
2015-09-11,25.728731155395508,26.472000122070312,31.141000747680664,38.019386291503906
2015-09-14,25.976533889770508,26.069000244140625,31.015098571777344,37.6346549987793
2015-09-15,26.19504737854004,26.118499755859375,31.6072940826416,38.45658493041992
2015-09-16,26.224340438842773,26.36949920654297,31.64909553527832,38.73638916015625
2015-09-17,25.663400650024414,26.943500518798828,31.993465423583984,38.69267654418945
2015-09-18,25.55751609802246,27.01300048828125,31.314180374145508,38.019386291503906
2015-09-21,25.954008102416992,27.41950035095215,31.622222900390625,38.57026290893555
2015-09-22,25.546260833740234,26.920000076293945,30.987728118896484,38.38663864135742
2015-09-23,25.75351333618164,26.803499221801758,30.971303939819336,38.36040115356445
2015-09-24,25.906702041625977,26.6875,31.14249610900879,38.395381927490234
2015-09-25,25.84136390686035,26.212499618530273,30.454254150390625,38.42160415649414
2015-09-28,25.329988479614258,25.202999114990234,29.604280471801758,37.853233337402344
2015-09-29,24.568565368652344,24.803499221801758,29.608261108398438,37.984405517578125
2015-09-30,24.847900390625,25.594499588012695,30.277589797973633,38.70142364501953
2015-10-01,24.685699462890625,26.035999298095703,30.420413970947266,39.00746536254883
2015-10-02,24.865928649902344,26.62700080871582,31.197734832763672,39.846893310546875
2015-10-05,24.95603370666504,27.18400001525879,31.92230224609375,40.77376937866211
2015-10-06,25.075428009033203,26.874000549316406,32.11986541748047,40.87870788574219
2015-10-07,24.95603370666504,27.097000122070312,31.966590881347656,40.922420501708984
2015-10-08,24.667688369750977,26.658000946044922,31.807344436645508,41.49079513549805
2015-10-09,25.257898330688477,26.989999771118164,32.0287971496582,41.19350051879883
2015-10-12,25.140756607055664,27.50950050354004,32.18107604980469,41.09730911254883
2015-10-13,25.183563232421875,27.44499969482422,32.46125411987305,41.00111770629883
2015-10-14,24.827627182006836,27.241500854492188,32.40451431274414,40.817501068115234
2015-10-15,25.19933319091797,28.121999740600586,32.93102264404297,41.106056213378906
2015-10-16,25.01460838317871,28.538000106811523,32.953914642333984,41.543251037597656
2015-10-19,25.17005157470703,28.657499313354492,33.14799880981445,41.63943862915039
2015-10-20,25.629608154296875,28.04400062561035,32.3607292175293,41.77061080932617
2015-10-21,25.62735939025879,27.78849983215332,31.979036331176758,41.272193908691406
2015-10-22,26.01933479309082,28.195499420166016,32.43587112426758,41.99795150756836
2015-10-23,26.825824737548828,29.951499938964844,34.934532165527344,46.230106353759766
2015-10-26,25.969770431518555,30.430500030517578,35.47099304199219,47.43678665161133
2015-10-27,25.805322647094727,30.550500869750977,35.257503509521484,46.94710922241211
2015-10-28,26.868629455566406,30.854999542236328,35.47945022583008,47.200687408447266
2015-10-29,27.152467727661133,31.327499389648438,35.67702102661133,46.65855407714844
2015-10-30,26.920433044433594,31.295000076293945,35.37295913696289,46.02899169921875
2015-11-02,27.298900604248047,31.417499542236328,35.88553237915039,46.55364227294922
2015-11-03,27.612037658691406,31.265499114990234,35.937782287597656,47.34934997558594
2015-11-04,27.48362922668457,32.04750061035156,36.23387908935547,47.56794738769531
2015-11-05,27.35693359375,32.782501220703125,36.390140533447266,47.55046081542969
2015-11-06,27.38860321044922,32.96849822998047,36.51504898071289,48.02263641357422
2015-11-09,27.277753829956055,32.77450180053711,36.073638916015625,47.35809326171875
2015-11-10,26.418041229248047,32.98400115966797,36.24433135986328,46.78971481323242
2015-11-11,26.268718719482422,33.662498474121094,36.59666442871094,46.91214370727539
2015-11-12,26.180484771728516,33.279998779296875,36.38914489746094,46.62357711791992
2015-11-13,25.415794372558594,32.11750030517578,35.680992126464844,46.20386505126953
2015-11-16,25.832075119018555,32.390499114990234,36.276180267333984,47.01707077026367
2015-11-17,25.721216201782227,32.165000915527344,36.09403991699219,46.62974166870117
2015-11-18,26.535676956176758,33.176998138427734,36.82557678222656,47.40440368652344
2015-11-19,26.872787475585938,33.063499450683594,36.74645233154297,47.483619689941406
2015-11-20,26.99042510986328,33.42250061035156,37.651668548583984,47.70371627807617
2015-11-23,26.639751434326172,33.949501037597656,37.62080764770508,47.70371627807617
2015-11-24,26.895401000976562,33.557498931884766,37.23762893676758,47.75652313232422
2015-11-25,26.703100204467773,33.766998291015625,37.23115921020508,47.263553619384766
2015-11-27,26.653324127197266,33.66299819946289,37.336158752441406,47.47482681274414
2015-11-30,26.76418113708496,33.2400016784668,36.9549674987793,47.844566345214844
2015-12-01,26.546993255615234,33.952999114990234,38.17120361328125,48.61042022705078
2015-12-02,26.307174682617188,33.800498962402344,37.939300537109375,48.60161590576172
2015-12-03,26.062850952148438,33.3125,37.44961929321289,47.71250915527344
2015-12-04,26.929336547851562,33.63199996948242,38.159759521484375,49.217830657958984
2015-12-07,26.759654998779297,33.49150085449219,37.98259353637695,49.12979507446289
2015-12-08,26.748348236083984,33.86650085449219,37.938804626464844,49.11219024658203
2015-12-09,26.157865524291992,33.239498138427734,37.403343200683594,48.399173736572266
2015-12-10,26.282291412353516,33.11600112915039,37.29634475708008,48.65443420410156
2015-12-11,25.6058349609375,32.00749969482422,36.76934051513672,47.589271545410156
2015-12-14,25.447471618652344,32.89550018310547,37.212249755859375,48.540000915527344
2015-12-15,24.997251510620117,32.93199920654297,36.994773864746094,48.59281539916992
2015-12-16,25.18955421447754,33.78850173950195,37.72581481933594,49.4114990234375
2015-12-17,24.655630111694336,33.532501220703125,37.294857025146484,49.03297424316406
2015-12-18,23.988218307495117,33.207000732421875,36.79124069213867,47.65088653564453
2015-12-21,24.282331466674805,33.22549819946289,37.212249755859375,48.267112731933594
2015-12-22,24.259708404541016,33.157501220703125,37.32321548461914,48.72486114501953
2015-12-23,24.571918487548828,33.185001373291016,37.33864974975586,49.13860321044922
2015-12-24,24.44070053100586,33.13949966430664,37.243595123291016,49.00656509399414
2015-12-28,24.166946411132812,33.7599983215332,37.945770263671875,49.25303649902344
2015-12-29,24.6013240814209,34.69850158691406,38.646949768066406,49.78122329711914
2015-12-30,24.280071258544922,34.45349884033203,38.36826705932617,49.5699462890625
2015-12-31,23.81401824951172,33.794498443603516,37.7651252746582,48.839298248291016
2016-01-04,23.834381103515625,31.84950065612793,36.91714096069336,48.240684509277344
2016-01-05,23.23710823059082,31.68950080871582,36.9539680480957,48.46077346801758
2016-01-06,22.782363891601562,31.63249969482422,37.00572204589844,47.580467224121094
2016-01-07,21.820838928222656,30.39699935913086,36.148284912109375,45.925498962402344
2016-01-08,21.93622398376465,30.352500915527344,35.55509567260742,46.06635284423828
2016-01-11,22.291418075561523,30.886999130249023,35.63272476196289,46.03994369506836
2016-01-12,22.614946365356445,30.894500732421875,36.13235855102539,46.462467193603516
2016-01-13,22.033506393432617,29.090499877929688,34.86287307739258,45.458946228027344
2016-01-14,22.515399932861328,29.649999618530273,35.567535400390625,46.75297164916992
2016-01-15,21.97468376159668,28.509000778198242,34.558815002441406,44.886741638183594
2016-01-19,21.868350982666016,28.724000930786133,34.9240837097168,44.508216857910156
2016-01-20,21.897762298583984,28.588499069213867,34.757869720458984,44.71067428588867
2016-01-21,21.786907196044922,28.750999450683594,35.1629524230957,44.437782287597656
2016-01-22,22.945253372192383,29.819000244140625,36.091552734375,46.03113555908203
2016-01-25,22.497303009033203,29.826499938964844,35.41575241088867,45.59096908569336
2016-01-26,22.621726989746094,30.0625,35.48393249511719,45.925498962402344
2016-01-27,21.13532829284668,29.167499542236328,34.83450698852539,45.08920669555664
2016-01-28,21.286911010742188,31.767499923706055,36.375709533691406,45.82865524291992
2016-01-29,22.022193908691406,29.350000381469727,36.972381591796875,48.49597930908203
2016-02-01,21.81631851196289,28.74049949645996,37.42274856567383,48.161460876464844
2016-02-02,21.375152587890625,27.604999542236328,38.05226516723633,46.65614700317383
2016-02-03,21.798215866088867,26.553499221801758,36.176151275634766,45.91669464111328
2016-02-04,21.973365783691406,26.812999725341797,35.23362350463867,45.775840759277344
2016-02-05,21.386497497558594,25.10650062561035,34.01737976074219,44.15608215332031
2016-02-08,21.611690521240234,24.405000686645508,33.976078033447266,43.495849609375
2016-02-09,21.607147216796875,24.103500366210938,33.74566650390625,43.38140869140625
2016-02-10,21.443363189697266,24.52400016784668,34.04475021362305,43.75994110107422
2016-02-11,21.31370735168457,25.19099998474121,33.99448776245117,43.742340087890625
2016-02-12,21.379674911499023,25.354000091552734,33.95915603637695,44.45537567138672
2016-02-16,21.98246192932129,26.05500030517578,34.38712692260742,45.29768753051758
2016-02-17,22.31911849975586,26.704999923706055,35.25302505493164,46.476890563964844
2016-02-18,21.89602279663086,26.25,34.70313262939453,46.27296829223633
2016-02-19,21.845985412597656,26.7450008392334,34.88029098510742,45.944915771484375
2016-02-22,22.03705406188965,27.975000381469727,35.156490325927734,46.68081283569336
2016-02-23,21.538908004760742,27.64699935913086,34.628482818603516,45.37745666503906
2016-02-24,21.859630584716797,27.70199966430664,34.8131103515625,45.537071228027344
2016-02-25,22.009761810302734,27.75749969482422,35.12114715576172,46.19316101074219
2016-02-26,22.04388427734375,27.761499404907227,35.087310791015625,45.48387145996094
2016-02-29,21.99384117126465,27.625999450683594,34.724029541015625,45.111488342285156
2016-03-01,22.8673095703125,28.95199966430664,35.77107238769531,46.618743896484375
2016-03-02,22.917354583740234,29.010499954223633,35.77306365966797,46.946800231933594
2016-03-03,23.08795738220215,28.874500274658203,35.45307540893555,46.414833068847656
2016-03-04,23.431432723999023,28.756999969482422,35.37693786621094,46.13111877441406
2016-03-07,23.172122955322266,28.139999389648438,34.59414291381836,45.244476318359375
2016-03-08,22.981046676635742,28.01300048828125,34.53493118286133,45.79420471191406
2016-03-09,23.00152015686035,27.973499298095703,35.09577560424805,46.84926986694336
2016-03-10,23.01289176940918,27.946500778198242,35.47298049926758,46.148834228515625
2016-03-11,23.260833740234375,28.480499267578125,36.169681549072266,47.05319595336914
2016-03-14,23.319971084594727,28.668500900268555,36.35232162475586,47.14185333251953
2016-03-15,23.78856086730957,28.85099983215332,36.24483108520508,47.514251708984375
2016-03-16,24.1047420501709,28.713499069213867,36.631004333496094,48.18806838989258
2016-03-17,24.06606674194336,27.972000122070312,36.71510696411133,48.46293258666992
2016-03-18,24.093360900878906,27.604000091552734,36.70614242553711,47.42559051513672
2016-03-21,24.09109115600586,27.698999404907227,36.92958450317383,47.753631591796875
2016-03-22,24.275339126586914,28.02400016784668,36.86289978027344,47.939815521240234
2016-03-23,24.141136169433594,28.48150062561035,36.72903060913086,47.85114669799805
2016-03-24,24.036495208740234,29.147499084472656,36.59168243408203,48.06395721435547
2016-03-28,23.927316665649414,28.993499755859375,36.50360107421875,47.469913482666016
2016-03-29,24.49370574951172,29.69300079345703,37.062950134277344,48.507259368896484
2016-03-30,24.921342849731445,29.934499740600586,37.34959411621094,48.808719635009766
2016-03-31,24.791688919067383,29.68199920654297,37.0719108581543,48.96829605102539
2016-04-01,25.01915740966797,29.924999237060547,37.31874465942383,49.2697639465332
2016-04-04,25.276199340820312,29.659500122070312,37.088829040527344,49.1456298828125
2016-04-05,24.97821617126465,29.30699920654297,36.71609115600586,48.374267578125
2016-04-06,25.239809036254883,30.104000091552734,37.108734130859375,48.87077331542969
2016-04-07,24.6893310546875,29.571500778198242,36.839508056640625,48.28561782836914
2016-04-08,24.71662712097168,29.729999542236328,36.78327560424805,48.250144958496094
2016-04-11,24.798505783081055,29.796499252319336,36.631500244140625,48.152610778808594
2016-04-12,25.121519088745117,30.15850067138672,36.979347229003906,48.45405197143555
2016-04-13,25.485469818115234,30.740999221801758,37.408817291259766,49.074703216552734
2016-04-14,25.499116897583008,31.037500381469727,37.48246765136719,49.08356857299805
2016-04-15,24.9873104095459,31.29450035095215,37.77109909057617,49.340694427490234
2016-04-18,24.448217391967773,31.767499923706055,38.14980697631836,50.0588493347168
2016-04-19,24.318559646606445,31.395000457763672,37.518795013427734,49.99679183959961
2016-04-20,24.36859703063965,31.649499893188477,37.45608901977539,49.28749084472656
2016-04-21,24.1047420501709,31.549999237060547,37.77806854248047,49.45594787597656
2016-04-22,24.038768768310547,31.024999618530273,35.769081115722656,45.909446716308594
2016-04-25,23.902294158935547,31.309999465942383,35.9870491027832,46.2020378112793
2016-04-26,23.73624038696289,30.8439998626709,35.24009323120117,45.608001708984375
2016-04-27,22.250877380371094,30.328500747680664,35.12562942504883,45.16468048095703
2016-04-28,21.570749282836914,30.100000381469727,34.388118743896484,44.24260330200195
2016-04-29,21.32280731201172,32.97949981689453,34.487152099609375,44.21599578857422
2016-05-02,21.300058364868164,34.192501068115234,34.74592971801758,44.87209701538086
2016-05-03,21.650354385375977,33.566001892089844,34.454803466796875,44.13620376586914
2016-05-04,21.425172805786133,33.54499816894531,34.62101745605469,44.21599578857422
2016-05-05,21.33820915222168,32.954498291015625,34.906166076660156,44.27806091308594
2016-05-06,21.21920394897461,33.6974983215332,35.38838195800781,44.67704391479492
2016-05-09,21.2352237701416,33.98749923706055,35.476966857910156,44.39332962036133
2016-05-10,21.3794002532959,35.153499603271484,35.98854064941406,45.235618591308594
2016-05-11,21.171146392822266,35.6614990234375,35.59590148925781,45.26221466064453
2016-05-12,20.674535751342773,35.89649963378906,35.497371673583984,45.670066833496094
2016-05-13,20.715726852416992,35.49599838256836,35.37395477294922,45.28881072998047
2016-05-16,21.484670639038086,35.53300094604492,35.65562057495117,45.95378112792969
2016-05-17,21.39542007446289,34.76350021362305,35.14503860473633,45.096675872802734
2016-05-18,21.640291213989258,34.872501373291016,35.16494369506836,45.364505767822266
2016-05-19,21.557905197143555,34.92599868774414,34.850929260253906,44.92702865600586
2016-05-20,21.791336059570312,35.13999938964844,35.31970977783203,45.194881439208984
2016-05-23,22.0682430267334,34.837501525878906,35.0460090637207,44.668113708496094
2016-05-24,22.404659271240234,35.209999084472656,35.83477020263672,46.0609245300293
2016-05-25,22.79828453063965,35.41749954223633,36.09254837036133,46.534114837646484
2016-05-26,22.979082107543945,35.74549865722656,36.03532028198242,46.328765869140625
2016-05-27,22.965349197387695,35.61199951171875,36.46030807495117,46.71268844604492
2016-05-31,22.85321044921875,36.13949966430664,36.61258316040039,47.319801330566406
2016-06-01,22.53281593322754,35.97200012207031,36.534454345703125,47.18587112426758
2016-06-02,22.363468170166016,36.4119987487793,36.347843170166016,46.85553741455078
2016-06-03,22.40923309326172,36.277000427246094,35.946739196777344,46.239479064941406
