,0
2016-01-11,-0.01799856464591565
2016-01-12,-0.004695787476419997
2016-01-13,-0.043650513821957955
2016-01-14,0.03126382723464126
2016-01-15,-0.06364319219463874
2016-01-19,0.002734092196805456
2016-01-20,0.0007500047883888207
2016-01-21,0.006465207639856885
2016-01-22,0.0016384512554145914
2016-01-25,0.011716920831283652
2016-01-26,0.008997998309237082
2016-01-27,0.060639535636504135
2016-01-28,0.09204020607042082
2016-01-29,-0.003684552991717785
2016-02-01,-0.004558842904533247
2016-02-02,-0.0389538928954124
2016-02-03,-0.10809787321974453
2016-02-04,-0.023319211873982875
2016-02-05,-0.0696998802746267
2016-02-08,-0.0649362097752832
2016-02-09,-0.015065976453757762
2016-02-10,0.044308577878503605
2016-02-11,0.027868294679329254
2016-02-12,0.027366638943519813
2016-02-16,0.0055217345971999635
2016-02-17,0.04452973061732454
2016-02-18,0.00956879254151339
2016-02-19,0.005976411687114623
2016-02-22,0.04621588567295782
2016-02-23,-0.022017469503999756
2016-02-24,-0.01755635060321022
2016-02-25,0.017819838488156464
2016-02-26,-0.03048777163510974
2016-02-29,-0.01757858328951353
2016-03-01,0.030423476748995842
2016-03-02,0.009933553678105105
2016-03-03,-0.040244271258484614
2016-03-04,-0.04153678798605322
2016-03-07,-0.03665502389064498
2016-03-08,0.03306871526167787
2016-03-09,0.04459773534967594
2016-03-10,-0.02421743391376526
2016-03-11,0.035370378768932204
2016-03-14,0.005005154816044806
2016-03-15,-0.019396226075292598
2016-03-16,0.0018709896120044228
2016-03-17,-0.0032406460023935236
2016-03-18,-0.0491143827823431
2016-03-21,0.017074090809029538
2016-03-22,0.00015686675202304136
2016-03-23,0.016297191694364752
2016-03-24,0.030017533490935094
2016-03-28,-0.018189223172807883
2016-03-29,0.017619045917326166
2016-03-30,-0.012439171671228894
2016-03-31,0.0069299729159244434
2016-04-01,0.0021925370275286786
2016-04-04,-0.03142831225023507
2016-04-05,-0.018175303221891533
2016-04-06,-0.01808626460863727
2016-04-07,-0.027307545058431
2016-04-08,-0.006505101371328578
2016-04-11,0.004727150231649868
2016-04-12,0.019776451152007275
2016-04-13,0.005436578011370263
2016-04-14,-0.0134222759228889
2016-04-15,-0.07455855854483728
2016-04-18,-0.10069006665420754
2016-04-19,-0.01041881297523534
2016-04-20,0.008771536387529597
2016-04-21,-0.023395913678978628
2016-04-22,0.06050797015977506
2016-04-25,-0.035416665468469485
2016-04-26,0.0008619334386076941
2016-04-27,-0.1518805618124622
2016-04-28,-0.0742151552118108
2016-04-29,-0.19749827506777864
2016-05-02,-0.07883060831882653
2016-05-03,0.09466410259040775
2016-05-04,-0.028110243349416402
2016-05-05,0.024529614883008997
2016-05-06,-0.054119432679980546
2016-05-09,-0.0020278418048357474
2016-05-10,-0.04917061064527961
2016-05-11,-0.0661899107012339
2016-05-12,-0.09705345570447421
2016-05-13,0.03275087762562589
2016-05-16,0.09996683427766573
2016-05-17,0.0348919851888818
2016-05-18,0.022263526648006585
2016-05-19,-0.01061584835517136
2016-05-20,0.027828015893387202
2016-05-23,0.060945799501303
2016-05-24,0.009799031646908742
2016-05-25,0.03703007026595431
2016-05-26,0.012134746941952941
2016-05-27,0.005609036475746523
2016-05-31,-0.05317548729610941
2016-06-01,-0.0330232059058551
2016-06-02,-0.040110681964534836
2016-06-03,0.01871716138141916
2016-06-06,0.002870865202074621
2016-06-07,0.020350826371157725
2016-06-08,0.007711249505166098
2016-06-09,0.030179569734010373
2016-06-10,-0.010647639056889247
2016-06-13,-0.007334770978136465
2016-06-14,0.0017136895089080498
2016-06-15,0.0066925890095348665
2016-06-16,-0.02489189961313412
2016-06-17,-0.06141607230370562
2016-06-20,-0.021703934214005356
2016-06-21,-0.004112578285637016
2016-06-22,0.008427614727526136
2016-06-23,-0.027546931931086278
2016-06-24,-0.015594659076989481
2016-06-27,0.000617174745771526
2016-06-28,2.36744701158087e-05
2016-06-29,-0.015184530073395423
2016-06-30,0.034046182521374244
2016-07-01,-0.004848257885135963
2016-07-05,-0.040561600033229665
2016-07-06,-0.022593544786338515
2016-07-07,0.004708545859601096
2016-07-08,0.010473092924876796
2016-07-11,0.0015411865501213859
2016-07-12,0.053013943473097354
2016-07-13,0.0050454733852819955
2016-07-14,0.055109391104694615
2016-07-15,0.021762923117970803
2016-07-18,0.060041285041869646
2016-07-19,-0.012095297341877568
2016-07-20,0.005049175618928538
2016-07-21,-0.01194845629051352
2016-07-22,0.0007779214348968728
2016-07-25,-0.008584031696897268
2016-07-26,0.0017468406578085467
2016-07-27,0.1177680229237628
2016-07-28,-0.03464979225788142
2016-07-29,0.040549964300531205
2016-08-01,0.003931788344276238
2016-08-02,-0.0008894586293335706
2016-08-03,0.056121785498159424
2016-08-04,-0.0178303117683567
2016-08-05,0.037827196400804494
2016-08-08,0.01151504563894569
2016-08-09,0.007494601934737067
2016-08-10,-0.014118733606106612
2016-08-11,-0.01063395241918352
2016-08-12,-0.007959003036466135
2016-08-15,0.03749342224390606
2016-08-16,0.0008223968669054567
2016-08-17,0.0033175650469504494
2016-08-18,-0.008110851548128649
2016-08-19,0.029530588626871093
2016-08-22,-0.03223277327142556
2016-08-23,-0.006273854496501254
2016-08-24,0.002365934543675296
2016-08-25,-0.015607195487326099
2016-08-26,-0.05311120239308587
2016-08-29,-0.003969890442536523
2016-08-30,-0.007690731344489112
2016-08-31,-0.013194455244094048
2016-09-01,0.009992068897990196
2016-09-02,0.01701137470593109
2016-09-06,-0.046172819406013255
2016-09-07,0.030220843893097274
2016-09-08,-0.060308928655237064
2016-09-09,0.008963066691826296
2016-09-12,0.02252107231920618
2016-09-13,0.057608169949523474
2016-09-14,0.06930804128595384
2016-09-15,0.055249518003913894
2016-09-16,-0.05554632979025362
2016-09-19,-0.017150403831286187
2016-09-20,-0.006157253150334781
2016-09-21,-0.021528869889075004
2016-09-22,-0.014058044637337827
2016-09-23,-0.036932049229779065
2016-09-26,-0.008661911547076098
2016-09-27,-0.035697841571648445
2016-09-28,-0.04081651199617119
2016-09-29,-0.050719683087979736
2016-09-30,-0.011368353138094221
2016-10-03,-0.020424679993572094
2016-10-04,-0.0013368165624467957
2016-10-05,0.007752988536035237
2016-10-06,0.0011628503993774868
2016-10-07,-0.00038561760467397207
2016-10-10,0.006956313212682136
2016-10-11,-0.009398444429818643
2016-10-12,0.0036225500621500034
2016-10-13,-0.004155640762853757
2016-10-14,0.0008060617129274856
2016-10-17,-0.006710482032672793
2016-10-18,0.004176388412036736
2016-10-19,-0.001707465666889701
2016-10-20,-0.005475465125042968
2016-10-21,0.016330230160230205
2016-10-24,0.019230179558700537
2016-10-25,1.1364396794553196e-05
2016-10-26,-0.01449064242121911
2016-10-27,-0.007491252696538447
2016-10-28,-0.025887115256526746
2016-10-31,0.007925863324946682
2016-11-01,-0.008102646867396642
2016-11-02,-0.012356385604647429
2016-11-03,-0.003025803975930542
2016-11-04,-0.012024701303915732
2016-11-07,0.029733004455062863
2016-11-08,0.003215357057509984
2016-11-09,-0.01074535937745034
2016-11-10,-0.0314058472866995
2016-11-11,0.0015936865462015015
2016-11-14,-0.02298697001658461
2016-11-15,0.023812319780996585
2016-11-16,0.013252377686392256
2016-11-17,0.01059352331811208
2016-11-18,0.0014234093849158694
2016-11-21,0.018106636772089
2016-11-22,0.004544020723913222
2016-11-23,-0.007685542994172191
2016-11-25,0.002175602965356107
2016-11-28,-0.00814465573998351
2016-11-29,-0.0004378934594121914
2016-11-30,-0.01299345655974633
2016-12-01,-0.011669290021037516
2016-12-02,-0.0007745819674453778
2016-12-05,0.013950994502726294
2016-12-06,0.004057719174194497
2016-12-07,0.012799068961907563
2016-12-08,-0.0010055958704712092
2016-12-09,0.009641473998150771
2016-12-12,-0.005562198427484891
2016-12-13,0.01669701378563305
2016-12-14,-0.004649707069311024
2016-12-15,-0.003511348139576686
2016-12-16,-0.002641426669367021
2016-12-19,0.0127472339155096
2016-12-20,0.0033193560916102618
2016-12-21,-3.1445664096619935e-05
2016-12-22,-0.004137348435885466
2016-12-23,-0.004218961429661739
2016-12-27,0.008236878764264693
2016-12-28,-0.00193274991042503
2016-12-29,-0.004450806635107493
2016-12-30,-0.01434453376343342
2017-01-03,0.004688956388537339
2017-01-04,-0.020400865026612883
2017-01-05,-0.05440134783009331
2017-01-06,-0.012361902339496054
2017-01-09,-0.00185021675253671
2017-01-10,0.0035665009567426506
2017-01-11,0.017608329370807908
2017-01-12,-0.056988959986415115
2017-01-13,-0.0066909325752366015
2017-01-17,0.018789445570240853
2017-01-18,0.0027473188566043173
2017-01-19,-0.010153749281356459
2017-01-20,0.018244540218175877
2017-01-23,-0.020938844387842326
2017-01-24,0.007744977904876762
2017-01-25,-0.01739112632724562
2017-01-26,0.01914794710760936
2017-01-27,0.06869860867951649
2017-01-30,-0.0015684637159704522
2017-01-31,-0.0014536485261604187
2017-02-01,-0.0037343683829655847
2017-02-02,-0.0348655240388369
2017-02-03,0.08379221841316846
2017-02-06,0.012500610795905165
2017-02-07,-0.013639311931864255
2017-02-08,-0.016518242874567084
2017-02-09,0.029259992692272918
2017-02-10,-0.019954152777512293
2017-02-13,0.011873651536303003
2017-02-14,0.019976093222127074
2017-02-15,-0.010681640374367642
2017-02-16,-0.007653692051275137
2017-02-17,0.0017694335151510398
2017-02-21,-0.024377784159595635
2017-02-22,0.00011079063470426217
2017-02-23,0.01260883033792073
2017-02-24,0.016903387957183214
2017-02-27,-0.02016101757866512
2017-02-28,0.002312001609957152
2017-03-01,0.02973242443905387
2017-03-02,-0.028025651974385852
2017-03-03,0.01312109658114634
2017-03-06,0.005545435627511957
2017-03-07,0.004672970668772973
2017-03-08,0.0070968418139651
2017-03-09,-0.01880659512508476
2017-03-10,0.008672062527773278
2017-03-13,-0.01350507833307631
2017-03-14,-0.008198063557764064
2017-03-15,0.020131042975709827
2017-03-16,-0.00448342970718581
2017-03-17,0.0043793564252451005
2017-03-20,0.004085574295660344
2017-03-21,0.0025016051330588093
2017-03-22,0.030871574524460807
2017-03-23,-0.00023686028725469158
2017-03-24,0.007936916330149113
2017-03-27,0.00022378903719873352
2017-03-28,0.005333675505406251
2017-03-29,-0.03576171898452879
2017-03-30,0.0034458739018224343
2017-03-31,-0.015599052128738522
2017-04-03,-0.026409448892565107
2017-04-04,-0.014791557912267127
2017-04-05,-0.0013155664841422395
2017-04-06,-0.004464064712549364
2017-04-07,-0.0019829069662703593
2017-04-10,0.004435515625519325
2017-04-11,-0.0073974813021915695
2017-04-12,-0.0038670472835477263
2017-04-13,-0.009331899272570146
2017-04-17,0.009569610685141498
2017-04-18,-0.0017183406536301097
2017-04-19,-0.006201110422515127
2017-04-20,0.008890644222566763
2017-04-21,0.0018071549192308527
2017-04-24,0.008688504220690091
2017-04-25,0.0022593415914112353
2017-04-26,-0.002422027287430609
2017-04-27,0.0060528944647685445
2017-04-28,-0.005822616614236498
2017-05-01,0.023628798113613493
2017-05-02,0.0009727900288709975
2017-05-03,-0.008214010246714185
2017-05-04,-0.005962794804346379
2017-05-05,0.00890757792105803
2017-05-08,0.018109094385843884
2017-05-09,0.0059656439042767755
2017-05-10,-0.0018727552833193099
2017-05-11,-0.0008394156274670128
2017-05-12,0.012327588504015174
2017-05-15,-0.0038802359378567078
2017-05-16,0.00790765008554229
2017-05-17,-0.029008452722193146
2017-05-18,0.011974655931412266
2017-05-19,0.0011636930403301886
2017-05-22,0.009404420307556425
2017-05-23,-0.0010229105786541256
2017-05-24,0.0011468640711537253
2017-05-25,0.0075625424631090045
2017-05-26,0.0012909898337096473
2017-05-30,0.0015493685257208726
2017-05-31,-0.003621709063765707
2017-06-01,0.002618352137691731
2017-06-02,0.01755527832268912
2017-06-05,-0.0026621048135015146
2017-06-06,0.001123846525829507
2017-06-07,0.004240810186951301
2017-06-08,-0.0037952491301692167
2017-06-09,-0.03158565415809663
2017-06-12,-0.01844704141969384
2017-06-13,0.012305182206933588
2017-06-14,-0.007819913639702379
2017-06-15,-0.007827262353852577
2017-06-16,0.004596127754701686
2017-06-19,0.01680981917962834
2017-06-20,-0.008316044853761695
2017-06-21,0.006425821600631577
2017-06-22,-0.0006323832231792055
2017-06-23,0.005457858799349559
2017-06-26,-0.005332703990012906
2017-06-27,-0.014001039862941034
2017-06-28,0.012390171999667488
2017-06-29,-0.013571732366387198
2017-06-30,0.0023768079658802723
2017-07-03,-0.008936662341906447
2017-07-05,0.010688178891856985
2017-07-06,-0.000871831591821204
2017-07-07,0.018415680856324234
2017-07-10,0.02256548153081478
2017-07-11,-0.004794196391534562
2017-07-12,0.0345731072484943
2017-07-13,-0.017432809931696786
2017-07-14,0.006420941713146212
2017-07-17,0.00023081065912197718
2017-07-18,0.02238269330293966
2017-07-19,0.0031466484095300853
2017-07-20,0.0064664368372953605
2017-07-21,0.0029503761158352184
2017-07-24,0.00027802039277020386
2017-07-25,-0.044711809102803014
2017-07-26,-0.0031580001411537564
2017-07-27,-0.0005861246404077428
2017-07-28,0.0029428090246054056
2017-07-31,-0.03373206652573556
2017-08-01,-0.00770801490186055
2017-08-02,-0.07633697702828565
2017-08-03,-0.0018557154555325145
2017-08-04,0.0018901889812458377
2017-08-07,-0.02010323524709593
2017-08-08,-0.015846319004860752
2017-08-09,-0.0231087697751643
2017-08-10,0.0008326054287184845
2017-08-11,0.004354412761114741
2017-08-14,0.0072651289798094255
2017-08-15,-0.018036820515210578
2017-08-16,0.012459892941332368
2017-08-17,-0.014641106432453053
2017-08-18,0.0019809398330613128
2017-08-21,-0.009257843984849651
2017-08-22,0.018744693186166336
2017-08-23,-0.007845084008737246
2017-08-24,-0.006154278500376078
2017-08-25,-0.01876291481094856
2017-08-28,-0.018193878736840984
2017-08-29,0.0050938467610583665
2017-08-30,0.024389985385735745
2017-08-31,0.022743685377534663
2017-09-01,-0.009896389064875874
2017-09-05,-0.006238565532273864
2017-09-06,0.0014128847306372288
2017-09-07,0.03283282213100358
2017-09-08,-0.0009890547058727973
2017-09-11,-0.010576511207743843
2017-09-12,0.01370789299667948
2017-09-13,0.032083892635556874
2017-09-14,-0.009457533132054085
2017-09-15,-0.024000747281540127
2017-09-18,-0.006535754715481866
2017-09-19,0.008051328826401513
2017-09-20,0.04062018606094336
2017-09-21,0.017398720682782944
2017-09-22,0.003167699094080035
2017-09-25,-0.016028074347651883
2017-09-26,-0.021851979607545185
2017-09-27,0.0315772312895306
2017-09-28,0.021411088614078033
2017-09-29,0.012948380371864056
2017-10-02,-0.006333442036789064
2017-10-03,-0.0037817922477968073
2017-10-04,-0.007157148127278741
2017-10-05,0.017911160575562017
2017-10-06,-0.005400285167929808
2017-10-09,0.003725439537416423
2017-10-10,0.0023368715202160655
2017-10-11,0.0026958078640028143
2017-10-12,0.0037185544072934596
2017-10-13,0.007081183126820113
2017-10-16,0.0060127143242425535
2017-10-17,-0.002870269676855294
2017-10-18,0.012736638339931099
2017-10-19,0.00529462679114082
2017-10-20,0.021989577448731895
2017-10-23,0.009905287533020694
2017-10-24,-0.007739203743900757
2017-10-25,-0.0005365989262358377
2017-10-26,0.004473693482061468
2017-10-27,-0.029172793042914993
2017-10-30,-0.0025222036254799254
2017-10-31,-0.0013547534281100485
2017-11-01,0.0015506304729213803
2017-11-02,0.026036261758323066
2017-11-03,-0.004840318513817802
2017-11-06,-0.0036053435521294216
2017-11-07,-0.0012728365067243346
2017-11-08,0.0004557767654241691
2017-11-09,-0.008203853911198482
2017-11-10,-0.0022399417943240285
2017-11-13,-0.005218067069426711
2017-11-14,-0.010536179121833538
2017-11-15,-0.006923851551112666
2017-11-16,0.00211022863363723
2017-11-17,-0.013354034885298433
2017-11-20,0.005016676406373701
2017-11-21,0.019484911010455876
2017-11-22,-0.022130606887782615
2017-11-24,-0.024543491997095553
2017-11-27,0.004899894628332658
2017-11-28,0.013285036773208494
2017-11-29,-0.011914217390079456
2017-11-30,0.0027255157357488173
2017-12-01,0.008576841235097117
2017-12-04,-0.030574343227398226
2017-12-05,0.003544249227064571
2017-12-06,0.01376790650909478
2017-12-07,-0.005622893637714381
2017-12-08,0.027758334602178802
2017-12-11,0.018427059442370948
2017-12-12,0.007083220296388668
2017-12-13,-0.0015361871588968426
2017-12-14,-0.016406679686351962
2017-12-15,0.039363490424673325
2017-12-18,-0.007919090884207978
2017-12-19,-0.01173196394092011
2017-12-20,0.0015879679284927749
2017-12-21,0.0030754292348596926
2017-12-22,0.004755749406694158
2017-12-26,-0.01953966459691315
2017-12-27,-0.003598975066262929
2017-12-28,-0.0031327144064366235
2017-12-29,0.00869604439780299
2018-01-02,0.0016742135744852865
2018-01-03,-0.0005903951226031668
2018-01-04,0.006596832871996526
2018-01-05,0.01283249325240193
2018-01-08,0.001566627247499358
2018-01-09,-7.671855220486e-05
2018-01-10,-0.0028079682480360133
2018-01-11,0.004826565160544098
2018-01-12,0.015694048374825215
2018-01-16,-0.008466352451019853
2018-01-17,0.015174476183373208
2018-01-18,-0.0004407862311824768
2018-01-19,-0.0004374755301177875
2018-01-22,0.012010620718671986
2018-01-23,0.005942168461740871
2018-01-24,-0.005358224639890211
2018-01-25,0.0007379810544666213
2018-01-26,0.01242942196232506
2018-01-29,-0.0047831718540563535
2018-01-30,-0.008286875427520102
2018-01-31,0.014870642723201394
2018-02-01,-0.0074510343473122
2018-02-02,-0.02917664893088463
2018-02-05,-0.03769973104819079
2018-02-06,0.0364603668376024
2018-02-07,-0.021139700573405487
2018-02-08,-0.04421406586999973
2018-02-09,0.027261406033744016
2018-02-12,0.020330908334251843
2018-02-13,0.008187492498493674
2018-02-14,0.017364622012988707
2018-02-15,0.022110915542420496
2018-02-16,-0.004402220909725638
2018-02-20,0.005513641232345104
2018-02-21,-0.005730566770115933
2018-02-22,0.0027886230895269237
2018-02-23,0.020993574297242745
2018-02-26,0.01583737838267769
2018-02-27,-0.011519907121205689
2018-02-28,-0.004652029791198683
2018-03-01,-0.015476723167926589
2018-03-02,0.004574720434910872
2018-03-05,0.007223319655963304
2018-03-06,-0.0005527660110592198
2018-03-07,0.0033338578340225103
2018-03-08,0.008499609925954096
2018-03-09,0.021976681559921545
2018-03-12,0.005209667084079113
2018-03-13,-0.019040934825983326
2018-03-14,-0.0032998550498611226
2018-03-15,0.0016317834364631594
2018-03-16,-0.0010890421981340462
2018-03-19,-0.019524513874982104
2018-03-20,0.0032315261742654994
2018-03-21,-0.010247922808423899
2018-03-22,-0.026533984762347126
2018-03-23,-0.027441140816969693
2018-03-26,0.0586630002380543
2018-03-27,-0.04037085361004319
2018-03-28,-0.00692748246687634
2018-03-29,0.018020977100694904
2018-04-02,-0.025472254041801357
2018-04-03,0.011718094374715642
2018-04-04,0.022570483469074653
2018-04-05,0.004850395936649733
2018-04-06,-0.07889971264488338
2018-04-09,-0.036017229207012585
2018-04-10,0.07222619055384882
2018-04-11,0.004797872931412192
2018-04-12,0.057444969136657587
2018-04-13,-0.05617378003491292
2018-04-16,0.02255981774439922
2018-04-17,0.012632430080409929
2018-04-18,0.09948335203523374
2018-04-19,-0.022196014202146452
2018-04-20,-0.002697526612365053
2018-04-23,0.03236231989911244
2018-04-24,0.06171108062685754
2018-04-25,-0.05527207763965912
2018-04-26,0.12919269447642062
2018-04-27,0.30675001242770233
2018-04-30,-0.06228577991544096
2018-05-01,-0.04005226618976622
2018-05-02,-0.05665213871322762
2018-05-03,0.03924517942888558
2018-05-04,-0.1239948301947159
2018-05-07,0.05343267956989906
2018-05-08,-0.03874543979239707
2018-05-09,-0.10473240384569217
2018-05-10,-0.05767210886552668
2018-05-11,-0.027611420247121776
2018-05-14,0.002585912995069547
2018-05-15,0.04467204950957329
2018-05-16,0.016856345430690638
2018-05-17,-0.037528173791038295
2018-05-18,0.07524798147265797
2018-05-21,-0.002512248863407035
2018-05-22,0.052404948663991674
2018-05-23,0.039242063295836294
2018-05-24,-0.010750816968715
2018-05-25,0.04242377660450737
2018-05-29,0.09485779002516002
2018-05-30,0.028841895637553086
2018-05-31,-0.10717075868238919
2018-06-01,-0.11610880205416901
2018-06-04,-0.0323860000498422
2018-06-05,0.09222533846295021
2018-06-06,0.027994807889363843
2018-06-07,-0.009012527351252533
2018-06-08,0.05107517950955158
2018-06-11,-0.07288904158538989
2018-06-12,-0.028182611103966485
2018-06-13,0.027241367984260648
2018-06-14,-0.037367628935387295
2018-06-15,-0.07447308958496063
2018-06-18,-0.07746816754244736
2018-06-19,0.07214472398634245
2018-06-20,0.07105391332135864
2018-06-21,-0.0019367174634933731
2018-06-22,-0.05402608530667504
2018-06-25,-0.020422446056723192
2018-06-26,0.13340530595892022
2018-06-27,-0.056040797892459346
2018-06-28,0.08247567887126915
2018-06-29,-0.01246505608970077
2018-07-02,0.01860492101789861
2018-07-03,0.07680663988159625
2018-07-05,-0.09685542844062531
2018-07-06,0.0033683135714546535
2018-07-09,0.02169974991822374
2018-07-10,0.0016536579816554039
2018-07-11,0.005596781827715032
2018-07-12,0.02201080780217458
2018-07-13,0.006061324647384277
2018-07-16,0.009941748815797534
2018-07-17,0.009500760180072626
2018-07-18,0.001967164243241325
2018-07-19,-0.014783158435205009
2018-07-20,-0.009232543068759069
2018-07-23,-0.02062853431631569
2018-07-24,0.017640722386195594
2018-07-25,0.011321563706538033
2018-07-26,-0.03756363664820655
2018-07-27,0.015574772468470242
2018-07-30,-0.016630714398237236
2018-07-31,-0.0038069742932614484
2018-08-01,0.03409299907628374
2018-08-02,0.03131368231500442
2018-08-03,-0.009241626369402648
